1,0.3969,4,0.7362,7,0.3339,10,0.302,13,0.7894,16,0.2091,19,0.494,22,0.4423,25,0.0252,28,0.9092,31,0.781,34,0.2567,37,0.736,40,0.1358,43,0.4926,46,0.7298,49,0.0954,52
2,0.1942,4,0.159,7,0.0036,10,0.5937,13,0.6654,16,0.5651,19,0.4707,22,0.9759,25,0.6108,28,0.1965,31,0.0776,34,0.4513,37,0.9802,41,0.3432,44,0.3346,46,0.2455,49,0.3267,52
1,0.7924,5,0.4865,7,0.4102,10,0.9783,13,0.8782,16,0.9118,19,0.0778,22,0.325,25,0.8771,28,0.3317,31,0.4479,34,0.4204,37,0.362,41,0.3049,44,0.2185,46,0.2566,49,0.5294,52
1,0.9162,4,0.982,7,0.4362,10,0.871,13,0.2943,16,0.0396,19,0.1061,22,0.6353,25,0.8071,28,0.0568,31,0.4878,34,0.2322,37,0.0636,41,0.3482,44,0.7671,46,0.0682,49,0.4878,52
3,0.7349,6,0.0584,7,0.4408,10,0.6962,13,0.3671,16,0.006,19,0.2012,22,0.0866,25,0.8282,28,0.1647,31,0.6788,34,0.9247,37,0.2745,41,0.4948,43,0.3125,48,0.3285,49,0.0839,52
3,0.5197,6,0.0441,7,0.0896,10,0.8411,13,0.2065,16,0.6242,19,0.5698,22,0.8261,25,0.1299,28,0.4573,31,0.9736,34,0.1799,37,0.3721,41,0.7333,43,0.2471,48,0.1106,50,0.2165,52
1,0.9619,6,0.123,7,0.2665,10,0.3222,13,0.639,16,0.0417,19,0.923,22,0.8474,25,0.7929,28,0.5776,31,0.0198,34,0.8397,37,0.1723,41,0.7923,43,0.4503,48,0.0481,49,0.5804,52
1,0.1874,6,0.3875,7,0.7552,10,0.9026,13,0.5459,16,0.7429,19,0.0908,23,0.4216,25,0.4172,28,0.1452,31,0.859,34,0.7987,37,0.6917,41,0.5024,43,0.8906,48,0.0843,49,0.8756,52
1,0.3941,6,0.5049,7,0.4005,10,0.1847,13,0.121,16,0.3433,19,0.6476,22,0.1163,25,0.6308,28,0.0659,31,0.7351,34,0.9227,37,0.7312,41,0.9775,43,0.8908,48,0.5357,49,0.6601,52
3,0.5573,6,0.8973,8,0.3859,10,0.122,13,0.0167,16,0.2611,19,0.1579,22,0.9448,25,0.4484,28,0.865,31,0.5684,34,0.4194,37,0.7481,41,0.1805,43,0.5475,48,0.903,49,0.5691,52
1,0.5554,6,0.7065,7,0.4631,10,0.4329,13,0.5547,16,0.884,19,0.0694,22,0.1184,25,0.8488,28,0.404,31,0.8933,34,0.7988,37,0.7095,41,0.757,43,0.144,48,0.1088,49,0.7466,52
1,0.9215,6,0.7067,9,0.6751,10,0.7395,13,0.5814,16,0.9703,19,0.7598,22,0.3652,25,0.1356,28,0.1475,31,0.2752,34,0.6749,37,0.0045,41,0.8874,43,0.7087,46,0.2124,49,0.8805,52
1,0.0498,6,0.6295,9,0.4999,10,0.7144,13,0.8849,16,0.8012,19,0.8546,23,0.3052,25,0.8927,28,0.5154,31,0.3533,34,0.4234,37,0.3228,41,0.146,43,0.1405,46,0.0221,49,0.9356,52
1,0.8045,6,0.9667,9,0.2029,10,0.5005,13,0.727,16,0.266,19,0.8922,22,0.2201,25,0.3709,28,0.2432,31,0.6689,34,0.8522,37,0.3596,41,0.3925,43,0.8786,46,0.4329,49,0.1477,52
3,0.7518,6,0.0329,9,0.0556,11,0.7546,13,0.023,16,0.8555,19,0.014,22,0.5891,25,0.0796,28,0.0935,31,0.8938,34,0.6866,37,0.0412,41,0.1323,43,0.548,46,0.1876,49,0.1056,52
1,0.3297,6,0.9727,9,0.8675,10,0.7447,13,0.2954,16,0.2394,19,0.6725,22,0.2821,25,0.2134,28,0.1484,31,0.5957,34,0.6019,37,0.3779,41,0.5569,43,0.6305,46,0.3419,49,0.3305,52
3,0.9369,6,0.1056,7,0.1532,10,0.6807,13,0.2436,16,0.2299,19,0.5486,22,0.3788,25,0.4883,28,0.2077,31,0.9418,34,0.8888,37,0.3899,41,0.769,43,0.8028,46,0.1362,49,0.2235,52
1,0.0215,6,0.3862,7,0.2997,10,0.0746,13,0.1427,16,0.3244,19,0.145,23,0.3458,25,0.7281,28,0.0151,31,0.5213,34,0.9139,37,0.9426,41,0.6205,43,0.9553,46,0.8397,49,0.2882,52
1,0.7211,6,0.9704,7,0.7541,10,0.4999,13,0.9885,16,0.4657,19,0.6971,22,0.7057,25,0.2352,28,0.1899,31,0.3683,34,0.6848,37,0.1025,41,0.9048,43,0.2346,46,0.9858,49,0.6803,52
1,0.8129,6,0.1335,8,0.8522,10,0.9555,13,0.8274,16,0.8696,19,0.2837,22,0.1071,25,0.164,28,0.7863,31,0.9047,34,0.3809,37,0.6042,41,0.9651,43,0.7194,46,0.3918,49,0.7592,52
1,0.5024,6,0.7813,7,0.0371,10,0.2741,13,0.5909,16,0.3534,19,0.7107,22,0.2861,25,0.2181,28,0.0367,31,0.763,34,0.2676,37,0.6474,41,0.4557,43,6.0E-4,46,0.524,49,0.109,52
3,0.2488,6,0.7676,9,0.6883,10,0.9502,13,0.0608,16,0.8113,19,0.261,22,0.7272,25,0.8011,28,0.5883,31,0.5709,34,0.3069,37,0.4545,41,0.8554,44,0.1203,46,0.514,49,0.9051,52
1,0.5438,6,0.4656,9,0.5891,10,0.4768,13,0.5798,16,0.4313,19,0.5827,23,0.4737,25,0.6944,28,0.6777,31,0.2664,34,0.4335,37,0.7487,41,0.7164,44,0.7193,46,0.7695,49,0.8466,52
1,0.5005,6,0.6352,9,0.1634,10,0.4567,13,0.8465,16,0.8642,19,0.2428,22,0.9347,25,0.7639,28,0.3342,31,0.7504,34,0.8175,37,0.012,41,0.5804,44,0.6688,46,0.9421,49,0.4376,52
1,0.9228,6,0.2445,9,0.0122,11,0.1761,13,0.1032,16,0.1578,19,0.1317,22,0.3126,25,0.2684,28,0.8519,31,0.2534,34,0.9644,37,0.7147,41,0.6457,44,0.3978,46,0.4723,49,0.1603,52
1,0.2024,6,0.738,9,0.674,10,0.9593,13,0.7208,16,0.192,19,0.1449,22,0.9093,25,0.6237,28,0.2223,31,0.8699,34,0.6832,37,0.8937,41,0.3469,44,0.6533,46,0.2154,49,0.8306,52
1,0.3746,6,0.1434,7,0.4321,10,0.3171,13,0.2189,16,0.8765,19,0.7394,23,0.399,25,0.6531,28,0.8838,31,0.8093,34,0.8833,37,0.5854,41,0.2571,44,0.644,46,0.222,49,0.6615,52
1,0.1958,6,0.794,8,0.6724,10,0.5568,13,0.0344,16,0.4118,19,0.5003,22,0.0677,25,0.2704,28,0.6476,31,0.2651,34,0.2924,37,0.6374,41,0.8596,44,0.4485,46,0.9766,49,0.8698,52
1,0.8197,6,0.8751,7,0.0576,10,0.4929,13,0.0773,16,0.2367,19,0.6775,23,0.8211,27,0.0358,28,0.1566,31,0.1557,34,0.1232,37,0.1337,41,0.3914,43,0.5678,46,0.6801,49,0.9307,52
1,0.7595,6,0.2371,7,0.0387,10,0.25,13,0.4209,16,0.0497,19,0.2347,23,0.8299,27,0.7223,28,0.8628,31,0.4329,34,0.5644,37,0.0153,41,0.1508,44,0.1303,46,0.098,49,0.4639,52
1,0.9977,6,0.4346,7,0.2808,10,0.1325,13,0.9676,16,0.2043,19,0.0998,23,0.7448,27,0.8862,29,0.6731,31,0.3869,34,0.3194,37,0.6355,41,0.349,44,0.9778,46,0.8342,49,0.6353,52
1,0.7392,6,0.8507,7,0.1477,10,0.4947,13,0.3796,16,0.2229,19,0.9052,23,0.3599,27,0.6935,28,0.3918,31,0.9058,34,0.4462,37,0.0973,41,0.6815,44,0.5459,46,0.8723,49,0.8568,52
1,0.1438,6,0.9394,8,0.9288,10,0.0535,13,0.6513,16,0.2278,19,0.2985,23,0.6755,27,0.0275,28,0.0943,31,0.4887,34,0.2025,37,0.4608,41,0.7257,44,0.8853,46,0.1159,49,0.7772,52
1,0.5363,6,0.2096,7,0.5528,10,0.7926,13,0.4741,16,0.4512,19,0.9838,23,0.3964,27,0.9679,28,0.3567,31,0.3076,34,0.5558,37,0.4314,41,0.8374,44,0.5874,46,0.3693,49,0.0639,52
1,0.9516,6,0.4787,9,0.7913,10,0.7543,13,0.816,16,0.22,19,0.7783,23,0.2807,26,0.2476,28,0.5294,31,0.9595,34,0.9966,37,0.5436,41,0.9751,44,0.6091,46,0.4805,49,0.1543,52
1,0.6623,6,0.332,9,0.8592,10,0.8577,13,0.0665,16,0.3499,19,0.5721,23,0.2346,25,0.5395,28,0.1855,31,0.8571,34,0.9709,37,0.7105,41,0.1915,44,0.8681,46,0.1008,49,0.6007,52
1,0.2633,6,0.4986,9,0.7253,11,0.3754,13,0.1587,16,0.3714,19,0.4344,23,0.3668,25,0.1042,28,0.1365,31,0.0669,34,0.2188,37,0.4387,41,0.4892,44,0.0277,46,0.5229,49,0.1932,52
1,0.6555,6,0.748,9,0.9768,10,0.572,13,0.8886,16,0.6016,19,0.7389,23,0.8255,25,0.2276,28,0.1761,31,0.6766,34,0.8662,37,0.4814,41,0.6692,44,0.4968,46,0.3081,49,0.9043,52
1,0.8053,6,0.9131,7,0.3058,10,0.3313,13,0.7361,16,0.0073,19,0.721,23,0.375,26,0.5011,28,0.3264,31,0.0011,34,0.44,37,0.0053,41,0.8821,44,0.5277,46,0.0582,49,0.7248,52
1,0.1666,6,0.0648,7,0.6889,10,0.187,13,0.9462,16,0.6943,19,0.9613,23,0.4117,25,0.5964,28,0.7529,31,0.6584,34,0.5816,37,0.6132,41,0.161,44,0.2029,46,0.9729,49,0.8589,52
1,0.8271,6,0.4424,8,0.6956,10,0.519,13,0.0266,16,0.6122,19,0.631,23,0.4326,25,0.1327,28,0.9709,31,0.8844,34,0.4263,37,0.2973,41,0.7522,44,0.2302,46,0.2143,49,0.8306,52
1,0.8793,6,0.2916,7,0.1985,10,0.7452,13,0.6772,16,0.1955,19,0.6744,23,0.1812,25,0.5127,28,0.9545,31,0.5429,34,0.3059,37,0.3629,41,0.4147,44,0.0212,46,0.2169,49,0.1001,52
1,0.9984,6,0.1635,7,0.7714,10,0.0151,13,0.8371,16,0.6919,19,0.8312,22,0.2602,25,0.5866,28,0.1039,31,0.5957,34,0.3611,37,0.4844,41,0.3823,43,0.2279,46,0.1407,49,0.3111,52
1,0.4807,6,0.374,7,0.9097,10,0.6612,13,0.1405,16,0.8241,19,0.8385,22,0.2838,25,0.5738,28,0.4255,31,0.9138,34,0.4263,37,0.3298,41,0.9033,44,0.743,46,0.9833,49,0.5719,52
1,0.8485,6,0.2358,7,0.7227,10,0.4554,13,0.0868,16,0.9448,19,0.0337,23,0.7553,25,0.4775,28,0.624,31,0.8551,34,0.987,37,0.2337,41,0.8769,44,0.8638,46,0.9305,49,0.6168,52
1,0.2151,6,0.6654,7,0.9447,10,0.7348,13,0.3252,16,0.7501,19,0.8206,22,0.1807,25,0.2848,28,0.5884,31,0.4417,34,0.3113,37,0.0324,41,0.283,44,0.6919,46,0.3366,49,0.4753,52
1,0.6569,6,0.9311,8,0.8607,10,0.2455,13,0.8353,16,0.02,19,0.9382,22,0.2901,25,0.6126,28,0.0368,31,0.6609,34,0.6168,37,0.4343,41,0.7607,44,0.8776,46,0.4854,49,0.4787,52
1,0.1059,6,0.4991,7,0.2682,10,0.4269,13,0.0246,16,0.9979,19,0.4542,22,0.431,25,0.2371,28,0.083,31,0.697,34,0.2791,37,0.4412,41,0.6144,44,0.2221,46,0.5629,49,0.4786,52
1,0.7539,6,0.2342,9,0.9041,10,0.794,13,0.6449,16,0.6168,19,0.9448,22,0.2892,25,0.5162,28,0.3909,31,0.6228,34,0.8875,37,0.0597,41,0.9205,44,0.6105,46,0.7319,49,0.0084,52
1,0.6903,6,0.617,9,0.7735,11,0.4278,13,0.86,16,0.4125,19,0.0143,22,0.569,25,0.7585,28,0.3436,31,0.1958,34,0.2251,37,0.4691,41,0.2432,44,0.7267,46,0.8914,49,0.3175,52
1,0.4648,6,0.5364,9,0.0175,10,0.6851,13,0.3889,16,0.2221,19,0.6037,22,0.5051,25,0.881,28,0.3185,31,0.1862,34,0.3973,37,0.4991,41,0.7954,44,0.2242,46,0.4437,49,0.3019,52
3,0.4003,6,0.5754,7,0.6326,10,0.0534,13,0.6074,16,0.7015,19,0.7219,22,0.3393,25,0.1863,28,0.4058,31,0.4213,34,0.8716,37,0.7162,41,0.8993,44,0.1656,46,0.1342,49,0.9562,52
1,0.0838,6,0.9278,8,0.4079,10,0.1683,13,0.4686,16,0.2504,19,0.1218,22,0.5364,25,0.8903,28,0.1817,31,0.669,34,0.3353,37,0.4208,41,0.3343,44,0.9133,46,0.6687,49,0.2714,52
1,0.5097,6,0.7594,7,0.8927,10,0.1555,13,0.8606,16,0.9541,19,0.0938,22,0.0411,25,0.6242,28,0.2734,31,0.7213,34,0.1578,37,0.3018,41,0.0503,44,0.9583,46,0.2705,49,0.744,52
1,0.4912,6,0.8587,8,0.8284,11,0.2609,13,0.8425,16,0.8628,19,0.8225,22,0.4968,25,0.4526,28,0.917,31,0.49,34,0.3286,37,0.4413,41,0.2099,44,0.1169,46,0.9654,49,0.3055,52
1,0.5243,6,0.4172,8,0.0153,11,0.8311,13,0.4559,16,0.2359,19,0.0154,22,0.8691,25,0.0195,28,0.0383,31,0.0746,34,0.9753,37,0.273,41,0.5381,45,0.5291,46,0.0446,49,0.0268,52
1,0.2781,6,0.7753,8,0.7603,11,0.525,13,0.8645,16,0.008,19,0.5888,22,0.3166,25,0.2494,28,0.7556,31,0.9905,34,0.6581,37,0.1117,41,0.0352,44,0.5146,46,0.0053,49,0.2547,52
1,0.1378,6,0.5682,8,0.8943,11,0.5808,13,0.0959,16,0.3241,19,0.0264,24,0.3342,25,0.7136,28,0.7629,31,0.988,34,0.8462,37,0.6104,41,0.6444,44,0.6768,46,0.7901,49,0.2891,52
1,0.1838,6,0.4441,8,0.26,11,0.5621,13,0.7176,16,0.9218,19,0.5119,22,0.186,25,0.8287,28,0.4438,31,0.0378,34,0.7651,37,0.625,41,0.1641,44,0.7091,46,0.4991,49,0.1163,52
3,0.061,6,0.6126,8,0.6056,12,0.3014,13,0.294,16,0.3994,19,0.7268,22,0.4614,25,0.6345,28,0.4149,31,0.0226,34,0.2467,37,0.7239,41,0.1529,43,0.3332,46,0.9938,49,0.1693,52
1,0.412,6,0.7396,8,0.2012,12,0.6213,13,0.3274,16,0.6694,19,0.7402,22,0.6418,25,0.951,28,0.9729,31,0.9683,34,0.772,37,0.1968,41,0.4856,44,0.8472,46,0.2513,49,0.8632,52
1,0.8052,6,0.069,8,0.2233,12,0.1894,13,0.7693,16,0.4284,19,0.3515,23,0.1877,25,0.7643,28,0.2836,31,0.1882,34,0.1435,37,0.6777,41,0.9432,44,0.5256,46,0.8368,49,0.6302,52
1,0.8678,6,0.1633,8,0.8808,12,0.9311,13,0.5432,16,0.0677,19,0.5079,22,0.7228,25,0.1109,28,0.4066,31,0.505,34,0.8132,37,0.5436,41,0.1454,44,0.7513,46,0.5809,49,0.3774,52
1,0.4703,6,0.1228,8,0.4245,12,0.8643,14,0.4898,16,0.7363,19,0.999,22,0.9824,25,0.8528,28,0.4413,31,0.5523,34,0.294,37,0.6975,41,0.2687,44,0.001,46,0.619,49,0.702,52
1,0.562,6,0.1611,8,0.9824,12,0.281,13,0.5769,16,0.4473,19,0.8942,22,0.7164,25,0.1799,28,0.4064,31,0.972,34,0.5292,37,0.2829,41,0.6935,44,0.0842,46,0.3223,49,0.9218,52
1,0.9053,6,0.6634,8,0.804,11,0.9835,13,0.592,16,0.8513,19,0.1358,22,0.549,25,0.474,28,0.7538,31,0.9928,34,0.6179,37,0.9762,41,0.5784,44,0.0053,46,0.3092,49,0.0211,52
1,0.0688,6,0.2592,8,0.2229,10,0.2413,13,0.5496,16,0.1612,19,0.4234,22,0.2037,25,0.0108,28,0.6904,31,0.6497,34,0.8724,37,0.3507,41,0.7125,44,0.9667,46,0.681,49,0.32,52
1,0.6844,6,0.0166,9,0.0138,11,0.7895,13,0.7325,16,0.7869,19,0.2263,22,0.6929,25,0.114,28,0.237,31,0.5089,34,0.106,37,0.2349,41,0.8776,44,0.5786,46,0.1366,49,0.2994,52
1,0.6796,6,0.1352,9,0.557,10,0.4805,13,0.6195,16,0.259,19,0.5052,22,0.0584,25,0.8378,28,0.6499,31,0.4959,34,0.0817,37,0.9008,41,0.0487,44,0.1191,46,0.9179,49,0.8337,52
3,0.0758,6,0.9247,7,0.8055,10,0.5562,13,0.1125,16,0.4628,19,0.4865,22,0.1502,25,0.4248,28,0.7022,31,0.3448,34,0.0563,37,0.7106,41,0.2137,43,0.6415,46,0.5118,49,0.087,52
1,0.2346,6,0.2396,7,0.2021,10,0.9559,13,0.2031,16,0.3548,19,0.1717,22,0.5447,25,0.7465,28,0.9033,31,0.2378,34,0.1754,37,0.545,41,0.3175,44,0.6898,46,0.1021,49,0.5337,52
1,0.011,6,0.8606,7,0.2709,10,0.0301,13,0.4573,16,0.3186,19,0.4223,23,0.7394,25,0.4772,28,0.832,31,0.5162,34,0.2257,37,0.0887,41,0.615,44,0.3974,46,0.7928,49,0.534,52
1,0.4321,6,0.2527,7,0.0664,10,0.232,13,0.6127,16,0.4788,19,0.9478,22,0.6514,25,0.1332,28,0.2027,31,0.6255,34,0.8114,37,0.7296,41,0.1115,44,0.2496,46,0.9287,49,0.3445,52
1,0.9216,6,0.874,8,0.0584,10,0.8535,13,0.726,16,0.7841,19,0.8969,22,0.694,25,0.0115,28,0.9362,31,0.6845,34,0.0689,37,0.7775,41,0.5639,44,0.9687,46,0.4912,49,0.9541,52
1,0.5022,6,0.1104,7,0.8272,10,0.9595,13,0.1364,16,0.5849,19,0.4683,22,0.3644,25,0.2421,28,0.1966,31,0.3898,34,0.6054,37,0.3442,41,0.0819,44,0.4191,46,0.5315,49,0.7621,52
1,0.5509,4,0.2179,7,0.7294,10,0.5035,13,0.5309,16,0.7218,19,0.9878,22,0.4802,25,0.5372,28,0.1032,31,0.8517,34,0.0119,37,0.1821,41,0.2326,43,0.2675,48,0.3487,49,0.8586,52
1,0.0291,4,0.6048,7,0.4498,10,0.0502,13,0.9413,16,0.6777,19,0.9979,22,0.9456,25,0.5913,28,0.6838,31,0.5133,34,0.0402,37,0.4773,41,0.1087,43,0.4836,48,0.1572,50,0.9473,52
1,0.9141,4,0.7996,7,0.3783,10,0.4419,13,0.0405,16,0.6676,19,0.8298,22,0.8254,25,0.6956,28,0.5372,31,0.6195,34,0.0266,37,0.0211,41,0.1863,43,0.5889,48,0.4005,49,0.5803,52
1,0.409,4,0.4446,7,0.6791,10,0.1741,13,0.813,16,0.4853,19,0.4793,23,0.3275,25,0.219,28,0.9354,31,0.8463,34,0.4805,37,0.3234,41,0.3561,43,0.877,48,0.0329,49,0.7725,52
1,0.2158,4,0.2147,7,0.3771,10,0.829,13,0.9527,16,0.7351,19,0.8767,22,0.7922,25,0.0086,28,0.0045,31,0.3647,34,0.8618,37,0.9446,41,0.386,43,0.647,48,0.1787,49,0.5407,52
1,0.9472,5,0.1489,7,0.2046,10,0.8164,13,0.963,16,0.3582,19,0.51,22,0.4949,25,0.0966,28,0.4831,31,0.2591,34,0.0325,37,0.2368,41,0.0181,43,0.348,48,0.5514,49,0.0483,52
1,0.2705,4,0.8515,7,0.9171,10,0.8359,13,0.3279,16,0.6776,19,0.7849,22,0.5504,25,0.3154,28,0.4663,31,0.426,34,0.7857,37,0.3818,41,0.5917,43,0.9958,48,0.6382,49,0.8928,52
1,0.0503,4,0.7946,7,0.9255,10,0.3252,13,0.2096,16,0.4705,19,0.6746,23,0.4749,25,0.7937,28,0.6295,31,0.7465,34,0.5372,37,0.4561,41,0.9563,43,0.3685,46,0.446,49,0.8664,52
2,0.225,4,0.2326,7,0.9077,10,0.9337,13,0.1977,16,0.8446,19,0.508,22,0.7592,25,0.3177,28,0.8544,31,0.6778,34,0.9065,37,0.3824,41,0.1056,43,0.4547,46,0.4532,49,0.9309,52
1,0.2369,5,0.4079,7,0.5648,10,0.6259,13,0.4112,16,0.2373,19,0.8623,22,0.6524,25,0.7135,28,0.9322,31,0.9141,34,0.8949,37,0.3841,41,0.0162,43,0.206,46,0.9708,49,0.1096,52
1,0.1412,4,0.2501,7,0.3615,10,0.2917,13,0.1333,16,0.8932,19,0.3114,22,0.0618,25,0.9369,28,0.464,31,0.3887,34,0.7674,37,0.2738,41,0.5408,43,0.6752,46,0.589,49,0.1673,52
1,0.3227,4,0.0776,7,0.002,10,0.5211,13,0.2501,16,0.8742,19,0.4563,23,0.4402,27,0.0046,28,0.6977,31,0.5202,34,0.5762,37,0.2221,41,0.7559,43,0.9182,46,0.7228,49,0.5143,52
1,0.4066,4,0.1854,7,0.7634,10,0.8768,13,0.0144,16,0.1754,19,0.8024,23,0.0088,27,0.3798,29,0.1774,31,0.5211,34,0.1757,37,0.246,41,0.119,44,0.2074,46,0.5237,49,0.0692,52
1,0.1643,4,0.7593,7,0.1222,10,0.4476,13,0.0509,16,0.8621,19,0.252,23,0.5957,27,0.2639,28,0.5042,31,0.6432,34,0.4203,37,0.5035,41,0.2779,44,0.3936,46,0.9627,49,0.9892,52
1,0.6446,5,0.4991,7,0.3987,10,0.9057,13,0.8462,16,0.6071,19,0.3418,23,0.5256,27,0.9883,28,0.822,31,0.2442,34,0.6398,37,0.9749,41,0.5185,44,0.0762,46,0.4523,49,0.3729,52
1,0.4512,4,0.4619,7,0.556,10,0.0618,13,0.8354,16,0.9815,19,0.7954,23,0.6024,27,0.7531,28,0.2011,31,0.9778,34,0.6053,37,0.9133,41,0.4171,44,0.2916,46,0.2116,49,0.4103,52
1,0.0434,4,0.2756,7,0.1478,10,0.0488,13,0.2071,16,0.6858,19,0.6444,23,0.2903,26,0.1939,28,0.9011,31,0.9191,34,0.4551,37,0.1195,41,0.9315,44,0.5751,46,0.371,49,0.4142,52
1,0.9195,4,0.6897,7,0.9057,10,0.2193,13,0.4611,16,0.032,19,0.7502,23,0.5767,25,0.4999,28,0.132,31,0.3108,34,0.9262,37,0.9244,41,0.0262,44,0.0236,46,0.3758,49,0.4535,52
1,0.0334,5,0.6522,7,0.9202,10,0.2166,13,0.6473,16,0.9564,19,0.1297,23,0.2253,25,0.903,28,0.0575,31,0.7612,34,0.9921,37,0.3454,41,0.6002,44,0.7387,46,0.7444,49,0.5145,52
1,0.6399,4,0.7313,7,0.9618,10,0.9464,13,0.1792,16,0.5502,19,0.1943,23,0.0402,25,0.3809,28,0.3365,31,0.8739,34,0.5843,37,0.3018,41,0.8878,44,0.0208,46,0.7915,49,0.2824,52
1,0.015,4,0.6053,7,0.3134,10,0.0759,13,0.4644,16,0.0434,19,0.5974,22,0.9809,25,0.4237,28,0.259,31,0.701,34,0.096,37,0.2145,41,0.265,43,0.4237,46,0.8394,49,0.9698,52
1,0.0675,4,0.9752,7,0.0614,10,0.0285,13,0.9879,16,0.6193,19,0.5651,23,0.3211,25,0.5509,28,0.6482,31,0.424,34,0.9156,37,0.9377,41,0.6072,44,0.9622,46,0.3091,49,0.4676,52
1,0.8944,4,0.0238,7,0.2799,10,0.8347,13,0.921,16,0.8416,19,0.8896,22,0.5549,25,0.8934,28,0.0432,31,0.3713,34,0.8438,37,0.8159,41,0.4315,44,0.9606,46,0.6201,49,0.817,52
1,0.4126,5,0.3078,7,0.93,10,0.6103,13,0.3297,16,0.7271,19,0.8621,22,0.8089,25,0.9261,28,0.1904,31,0.1788,34,0.8554,37,0.3892,41,0.3503,44,0.5613,46,0.9586,49,0.1316,52
1,0.3421,4,0.0083,7,0.5475,10,0.8754,13,0.4775,16,0.2877,19,0.5883,22,0.9811,25,0.447,28,0.8237,31,0.3932,34,0.6993,37,0.1004,41,0.7421,44,0.543,46,0.9943,49,0.8763,52
1,0.6921,4,0.5212,7,0.6571,10,0.1104,13,0.101,16,0.9948,19,0.69,22,0.5354,25,0.3869,28,0.9269,31,0.7526,34,0.0058,37,0.0943,41,0.6928,44,0.0214,46,0.4605,49,0.1731,52
1,0.9529,5,0.9002,7,0.708,10,0.7982,13,0.8907,16,0.0697,19,0.2795,22,0.9632,25,0.244,28,0.2928,31,0.8098,34,0.9354,37,0.8771,41,0.2496,44,0.8473,46,0.7086,49,0.4988,52
1,0.1069,4,0.7148,7,0.6189,10,0.3731,13,0.7037,16,0.8805,19,0.9658,22,0.8345,25,0.9734,28,0.5383,31,0.2657,34,0.0838,37,0.8296,41,0.6821,44,0.6387,46,0.5666,49,0.5811,52
1,0.3536,5,0.7103,9,0.6593,10,0.1052,13,0.3719,16,0.4585,19,0.2736,22,0.7243,25,0.512,28,0.2363,31,0.2641,34,0.6523,37,0.3048,41,0.7423,43,0.0371,46,0.2956,49,0.0379,52
1,0.2392,5,0.0536,9,0.2406,10,0.4129,13,0.0197,16,0.1971,19,0.212,23,0.0987,25,0.8749,28,0.4696,31,0.2973,34,0.225,37,0.578,41,0.6006,44,0.4604,46,0.2082,49,0.5534,52
1,0.0104,5,0.8521,9,0.4934,10,0.1696,13,0.3994,16,0.1945,19,0.8682,22,0.7035,25,0.4996,28,0.8802,31,0.5191,34,0.5591,37,0.4238,41,0.2151,44,0.6088,46,0.2952,49,0.3515,52
1,0.0984,5,0.9005,9,0.2158,11,0.4016,13,0.3706,16,0.1608,19,0.9705,22,0.269,25,0.402,28,0.9985,31,0.2431,34,0.1791,37,0.0822,41,0.5963,44,0.0036,46,0.0697,49,0.2338,52
1,0.8038,5,0.4859,9,0.913,10,0.6834,13,0.725,16,0.1316,19,0.3609,22,0.0211,25,0.0077,28,0.6973,31,0.09,34,0.1529,37,0.7082,41,0.1119,44,0.9107,46,0.5164,49,0.9241,52
1,0.719,5,0.8816,8,0.8808,10,0.2601,13,0.1361,16,0.3306,19,0.0557,22,0.3316,25,0.9027,28,0.3551,31,0.3755,34,0.5857,37,0.8004,41,0.998,44,0.2106,46,0.8137,49,0.1393,52
1,0.6707,5,0.2841,7,0.268,10,0.8439,13,0.9971,16,0.756,19,0.7481,22,0.8722,25,0.0941,28,0.5708,31,0.7428,34,0.3576,37,0.9845,41,0.0526,44,0.0876,46,0.9729,49,0.8078,52
1,0.0093,4,0.1861,7,0.112,10,0.6247,13,0.5093,16,0.7057,19,0.0993,22,0.3568,25,0.6201,28,0.4431,31,0.8494,34,0.1572,37,0.9415,41,0.7646,44,0.6898,46,0.0136,49,0.305,52
1,0.5984,4,0.8517,7,0.8259,10,0.8273,13,0.9784,16,0.1627,19,0.335,22,0.3348,25,0.3245,28,0.5443,31,0.5343,34,0.7113,37,0.8079,41,0.7257,45,0.1418,46,0.3008,49,0.7036,52
1,0.0748,4,0.4782,7,0.2721,10,0.6705,13,0.6679,16,0.2456,19,0.306,24,0.3538,25,0.6945,28,0.0824,31,0.9719,34,0.5506,37,0.3976,41,0.6487,44,0.1221,46,0.8965,49,0.7075,52
1,0.9091,6,0.2318,7,0.6883,10,0.2522,13,0.8595,16,0.7271,19,0.7298,22,0.5169,25,0.4126,28,0.7011,31,0.8645,34,0.2083,37,0.3252,41,0.3697,44,0.6309,46,0.4254,49,0.2523,52
1,0.4374,4,0.6903,7,0.945,10,0.3333,13,0.2358,16,0.2218,19,0.1559,22,0.2817,25,0.7552,28,0.8967,31,0.5767,34,0.8048,37,0.1108,41,0.5261,43,0.6192,46,0.8579,49,0.8502,52
1,0.4771,4,0.6343,7,0.4977,10,0.5991,13,0.8701,16,0.2859,19,0.1042,23,0.4655,25,0.0986,28,0.2131,31,0.757,34,0.8946,37,0.3432,41,0.6318,44,0.18,46,0.2268,49,0.7643,52
1,0.6396,4,0.711,7,0.1796,10,0.0288,13,0.0199,16,0.2338,19,0.1446,22,0.7183,25,0.0601,28,0.9325,31,0.4979,34,0.8788,37,0.8872,41,0.1889,44,0.1534,46,0.7434,49,0.1161,52
